BODEGA,CODIGO,NEW_MAX
515,0000119134,4
518,0000119841,4
518,0000138086,4
518,07436,4
521,0000116389,4
521,0000128909,4
523,0000129625,2
523,0000133060,2
523,01782,2
523,04072,4
525,01413,2
528,0000115672,2
539,0000121374,3
540,0000119133,4
550,0000132913,4
552,0000124078,4
552,02106,2
552,08009,29
557,0000113037,4
557,0000135574,4
558,0000101949,4
560,24376,4
562,04081,2
563,0000128407,4
563,0000133010,4
563,0000134356,4
563,08045,4
563,12370,4
565,0000105073,2
565,0000122743,2
565,0000133052,10
565,0000137336,8
572,0000137412,9
573,04471,8
577,0000130152,4
577,0000134362,4
577,05889,2
577,10239,8
580,0000124375,2
582,0000112270,2
582,0000131824,2
582,04443,2
582,09576,9
582,16979,2
587,0000130656,5
587,12218,3
589,0000125443,4
589,12996,4
592,0000104292,4
592,0000131653,4
592,06306,2
592,08010,4
604,0000124078,4
604,0000137956,2
608,0000121458,4
608,0000123551,4
608,0000128614,4
608,0000141630,4
608,05664,2
614,0000134843,4
624,0000130141,18
624,05290,7
624,19705,6
629,0000134405,2
629,14228,16
632,0000114468,4
632,0000119964,4
632,0000135664,4
632,06779,3
632,22395,2
636,01720,4
640,0000121682,2
640,23970,2
642,0000111914,4
642,10376,4
653,06078,3
653,15073,2
670,0000123969,5
670,19193,4
677,0000109549,4
678,0000113915,4
679,0000105274,4
679,0000138516,4
679,12013,4
679,12057,7
684,0000104200,4
684,0000129475,4
684,0000136268,2
684,00424,8
684,05827,4
684,14299,4
694,11337,6
696,0000113128,9
696,01773,4
704,0000114085,2
704,08814,4
704,19705,4
709,0000113498,4
709,0000132111,2
709,09967,2
709,10842,4
709,12879,4
711,08715,8
711,24218,10
715,0000104200,4
715,0000133260,4
715,0000134633,3
715,01782,3
728,0000106013,2
732,0000128898,4
759,12595,7
762,0000122185,4
762,0000132899,2
762,04427,2
773,04064,2
773,07162,2
773,24488,2
774,0000134941,2
774,07391,2
774,09714,2
775,0000132359,4
780,13843,7
787,0000127232,4
787,0000133291,7
787,12217,4
791,0000131905,8
792,07437,2
792,07550,4
792,10239,7
809,0000106749,2
811,0000126542,2
816,0000127098,8
818,0000131013,2
818,0000136297,2
820,0000100720,2
820,0000132950,2
820,0000136371,2
820,08673,8
820,17197,2
823,0000123981,6
825,0000132426,9
825,0000140698,3
825,09082,9
830,0000128738,2
830,04061,4
830,12074,4
832,07391,4
837,0000125034,4
837,0000126408,3
837,0000135521,9
841,0000125103,9
841,0000133597,9
841,12356,4
842,05787,4
844,0000105810,2
849,0000109568,4
850,0000128143,5
850,0000128588,6
855,0000114056,4
855,0000126340,4
855,04572,7
855,24488,4
859,0000127077,4
859,07164,4
860,0000131737,4
861,0000130728,2
863,0000106237,2
864,12356,6
869,0000134845,4
869,04244,4
880,0000100334,6
880,09082,8
880,13833,9
881,0000119134,4
881,12265,2
886,07881,2
886,12057,11
894,09074,3
894,10188,2
897,0000106794,4
897,0000132974,2
897,08009,17
924,0000105481,2
924,0000129010,3
926,0000136771,4
943,0000120835,4
943,07289,21
943,24141,8
946,0000136372,2
946,0000137773,4
008,0000126609,2
008,06231,15
009,0000117416,2
009,0000142309,2
010,12172,4
011,0000105072,4
011,16732,4
013,0000130684,2
013,0000131581,4
013,0000132588,4
013,0000132926,2
013,0000136643,4
013,0000136671,4
013,06422,2
013,08746,4
017,0000104546,12
017,12996,13
018,0000132116,4
021,0000140781,2
029,0000113462,4
029,0000132994,4
029,0000136381,2
034,0000111554,2
034,0000130158,6
034,0000133931,2
036,0000128997,2
036,04376,8
036,04427,4
037,0000105975,11
040,0000121169,4
040,0000127420,3
040,0000129937,4
040,0000135799,3
040,12131,3
040,15180,3
042,0000110393,8
042,0000128143,4
042,0000132869,2
042,12502,8
043,06218,7
043,07296,4
048,0000119204,2
050,0000133033,2
054,24580,4
056,0000130974,10
056,0000131638,2
056,07987,10
057,07170,4
058,0000127010,23
058,11108,5
060,0000101880,5
060,0000102068,4
061,0000106051,2
061,0000134285,2
064,0000123552,4
064,30067,4
065,0000114743,4
065,0000131609,4
066,13134,4
068,04572,4
075,06733,4
075,09984,7
077,0000107769,4
077,20144,4
079,0000128730,3
079,19158,3
080,13598,4
081,0000110868,4
081,0000116832,12
082,0000133888,2
082,07677,2
082,08635,2
088,0000125443,6
090,0000119996,8
090,12996,8
091,0000116827,2
091,0000126556,2
1002,0000120649,4
1002,0000133173,8
1003,0000120655,2
1003,29413,2
1007,0000130158,22
1019,01530,4
1019,07970,4
1020,0000134300,2
1022,04203,8
1024,0000122972,4
1024,0000130675,4
1024,17461,8
1025,14228,15
103,0000132859,5
1032,0000131114,4
1032,19803,7
1032,22395,4
1037,0000103754,4
1037,0000103932,2
1037,0000116379,7
1037,02211,7
1039,0000108961,4
1040,0000134300,2
1042,30522,4
1045,0000122407,2
1045,0000126395,2
1045,0000136378,5
1046,0000133114,2
1046,05380,4
1052,0000113045,5
106,0000101123,4
1070,00992,2
1072,0000120649,6
109,0000130409,3
109,0000135807,3
110,0000128406,5
1103,0000112755,2
1103,0000123222,2
1103,0000139657,2
1103,07970,8
1103,11207,2
1105,0000111557,8
1105,0000115502,2
1105,0000132427,12
1105,05668,2
1105,08228,2
1106,0000130853,2
1106,0000137883,2
1108,19705,5
1109,01773,4
1113,0000135654,5
1119,0000123984,2
1120,0000135196,2
1124,12384,10
1126,10436,8
1127,0000116983,2
113,0000106480,4
1130,0000128787,5
1131,0000113462,4
1131,0000129175,4
1131,28870,4
114,0000106596,2
114,08690,2
115,0000128611,4
116,0000130711,3
117,0000101699,9
117,0000131184,4
125,0000103622,8
125,0000136666,2
125,06386,2
125,16636,11
126,04244,7
126,10425,4
126,19704,4
129,0000137226,4
129,08745,7
130,0000120649,7
130,0000121502,2
131,0000129644,2
137,0000133929,2
138,0000121064,4
138,0000130849,4
138,02157,4
138,12585,4
146,16063,2
151,12324,13
152,0000108671,2
155,0000124238,4
155,0000126647,8
155,0000132859,4
155,0000139172,2
155,02215,2
156,04018,4
157,13648,3
159,08549,6
160,0000134400,2
161,06231,8
163,0000124366,2
163,0000131110,2
163,0000131318,2
164,0000124308,4
164,0000130974,2
1695,0000119578,6
1695,0000120499,4
1695,04831,4
1695,11337,6
1697,0000113504,2
1697,0000130456,7
1697,0000130701,2
1697,0000130878,2
1697,0000134861,2
1697,08517,6
1697,10436,11
1702,0000112182,5
1702,0000130507,5
1702,01879,5
1702,04244,12
1702,12341,2
1702,15497,5
1703,02211,7
1707,0000133030,6
1707,0000135311,6
1712,08010,4
1712,09713,4
1717,0000104100,3
1717,0000128884,3
1718,00694,4
1734,0000105072,5
1734,0000123453,5
1734,0000134198,2
1734,0000138222,12
1738,0000130656,6
1738,20144,7
1750,0000130663,9
176,0000123981,12
176,02211,13
176,12341,3
176,20994,3
1763,0000128606,4
1764,0000107760,4
1764,08546,4
1768,0000128142,4
1768,0000129889,4
1768,02147,4
1777,08829,4
1788,0000102633,2
1789,0000106237,7
1791,0000118168,2
1793,01530,3
1793,12174,2
1825,01877,2
1826,0000100225,3
1826,0000120032,3
1826,0000138367,3
184,0000136276,4
184,04419,2
184,08528,2
184,12193,2
185,0000118346,2
185,0000132537,2
185,15107,4
1858,12356,3
1867,0000135011,4
1868,0000128946,4
1868,0000132335,4
1869,01704,7
187,19193,7
1876,09198,3
1880,0000100078,2
1880,0000134274,2
1880,0000137931,2
1880,06102,4
1883,0000133289,7
1883,0000136768,4
1883,02346,7
189,12134,4
1892,0000109537,4
1892,0000137934,4
1892,13134,4
190,0000106749,4
1916,0000115843,2
1917,13389,4
192,0000125033,4
192,0000136944,4
192,09984,10
192,10239,10
1935,0000128616,4
1942,08230,2
1952,02346,5
1956,0000104221,4
1956,10811,4
1963,0000101848,2
1963,0000122742,2
197,05665,6
1979,0000106237,2
1979,0000112711,4
1981,0000121996,4
199,0000105274,2
1995,08673,7
202,04471,4
203,0000124229,4
2035,05667,2
2035,09198,3
2035,10305,3
2051,0000106119,4
2056,0000123278,3
2056,09072,3
2056,12317,2
2057,0000134493,4
2057,01719,7
2058,0000109536,2
2058,10362,4
206,0000130655,4
2061,0000120490,2
2061,08878,5
207,0000107769,4
207,0000134939,4
2072,0000116379,4
2072,0000124308,4
2074,0000138467,6
2076,06733,2
2078,02341,8
2079,0000129186,2
2079,12203,2
208,0000121164,2
208,0000132845,2
208,0000136273,2
208,12057,8
2082,0000120989,5
2082,0000135521,4
2092,01880,2
2092,04376,2
2092,15141,2
2096,0000137933,2
2098,0000104545,2
2098,0000116379,3
2102,12337,4
2103,0000130457,4
211,0000120669,2
2113,0000116832,2
2113,0000119204,2
2113,0000131736,2
212,0000126647,5
213,0000133418,4
217,0000131905,4
217,00403,4
217,08230,2
217,08808,2
219,0000130158,9
220,0000124308,5
220,04663,11
224,0000122765,6
228,0000129277,4
228,0000130974,4
234,0000136206,2
234,07166,5
247,0000105074,4
247,0000110393,8
247,08591,4
250,0000132255,8
250,12595,8
251,0000100198,4
251,0000121866,4
251,0000137776,4
252,04104,2
252,10863,5
265,0000133822,5
265,0000135521,6
265,12996,7
269,0000129938,4
274,0000128245,4
274,0000133121,2
274,12132,10
274,13563,2
275,0000120645,2
276,0000120453,4
277,0000132858,6
283,0000100720,2
283,0000104220,4
283,0000113948,2
283,0000128406,4
283,13781,4
289,0000134672,7
289,04033,4
291,0000104204,4
291,0000110393,9
291,0000133070,4
291,06162,2
291,08797,2
295,0000133173,4
295,13435,4
302,12131,4
305,05490,2
309,0000130762,25
309,00424,6
310,0000106695,14
310,0000134400,4
312,0000132870,2
3127,0000135573,2
3129,02007,3
3131,06074,2
3134,18423,4
3137,0000105975,3
3137,0000122949,2
3137,0000136372,2
3137,12150,2
3139,0000109177,3
3139,0000138474,3
314,0000104116,4
3143,08682,3
3144,0000124308,7
3145,07437,2
3148,0000119786,2
3149,0000135242,2
3150,13737,4
3151,0000103871,5
3153,0000128106,2
3153,0000129583,2
3153,0000137773,2
3154,0000135404,4
3154,12172,2
3156,0000101950,4
3157,0000128787,3
317,0000135927,2
319,0000103622,4
321,0000136204,4
321,0000136377,4
321,0000136662,2
321,29378,11
322,0000105275,4
322,0000128787,7
324,0000130882,4
324,04160,2
325,07166,14
325,10232,2
325,12693,2
330,0000103578,4
332,0000130456,2
332,04500,2
333,0000120489,2
333,0000124375,2
333,12502,10
334,0000104565,2
336,0000103809,2
336,01709,2
337,0000119673,4
337,0000136793,15
337,09798,2
339,07951,4
339,10766,4
343,0000000003,4
343,09852,4
345,0000129277,7
346,0000100940,2
346,0000101950,10
346,0000105116,2
346,0000124356,2
346,0000125443,10
346,17782,2
352,0000135482,7
353,0000123563,8
353,13833,8
358,0000123121,4
358,0000128397,4
358,05399,2
359,0000104200,2
359,07009,2
377,05234,4
383,0000128423,4
385,0000114873,4
387,09714,4
389,05668,2
390,0000135482,6
391,0000114048,4
393,0000137336,4
394,0000137006,4
395,12132,4
396,0000115182,4
396,09539,4
400,0000103871,5
400,0000118344,2
400,00589,4
400,09920,4
400,09984,2
400,12279,2
401,0000137373,2
402,0000129976,2
402,09910,2
403,0000124308,109
403,0000126615,2
403,0000132757,2
403,00976,2
415,0000108281,2
415,0000130577,7
415,00092,4
416,0000123558,2
416,0000125014,2
416,07044,4
418,0000107939,5
418,0000114676,2
424,0000128884,4
427,04499,4
431,05304,2
434,0000116379,6
434,05951,3
434,08577,5
434,12057,6
439,0000106087,5
439,0000110396,2
439,0000116379,4
445,0000124082,9
448,0000141752,7
451,0000138502,2
451,0000141263,2
452,0000123286,4
452,0000124034,4
459,0000131595,4
459,02211,7
459,15391,4
461,0000114020,4
473,0000105482,3
475,0000124987,9
475,0000125240,2
477,09058,7
477,19193,4
479,0000133052,8
485,0000115415,4
486,0000128787,7
486,0000131286,2
486,0000133931,2
486,06143,2
489,0000119964,8
489,13939,4
495,0000135572,2
497,0000130701,4
502,0000109557,4
502,00070,7
504,0000113439,3
504,0000130522,4
504,0000131732,3
504,09074,4
504,10945,4
509,05352,9
510,0000115182,4
510,0000137006,4
510,10245,4
511,0000122979,2
511,0000127006,18
511,14627,2
515,12595,4
517,0000122938,4
518,0000110263,4
518,0000135664,4
518,04107,4
521,0000113133,2
523,0000127006,4
523,0000131846,2
523,0000139503,2
523,06246,2
525,0000124239,2
525,0000130684,2
525,0000131717,2
525,0000133052,9
525,0000136417,2
525,05358,9
525,12035,2
526,0000123325,2
526,0000125103,4
528,0000122848,2
539,0000101699,7
539,01307,3
540,0000124308,4
540,01989,4
540,13660,4
542,0000141649,2
546,0000106653,4
546,0000137294,4
549,0000118383,4
549,0000128946,9
552,0000106778,2
552,05951,4
552,12609,4
558,0000117416,4
558,0000129277,8
558,08720,8
559,0000124986,2
560,0000120649,4
561,0000131736,4
562,06218,4
563,0000120648,8
565,0000100634,9
565,0000124355,2
565,0000132870,2
565,01712,2
565,05181,2
565,06389,6
573,0000133080,8
573,29378,8
577,0000101880,8
577,0000135565,2
577,0000137784,2
580,0000111324,2
580,22885,2
582,0000126394,2
582,0000131115,2
587,0000123823,5
587,0000131605,3
587,07890,3
587,11975,5
587,16732,3
604,0000129816,4
604,0000133622,2
608,0000107760,4
608,0000120013,2
608,0000126395,2
608,0000127077,2
608,0000131998,2
608,0000132281,9
608,05718,4
614,04572,8
614,09391,4
614,10945,4
622,0000106088,7
622,0000127096,7
622,0000132425,4
622,16664,4
629,0000109148,2
629,0000114301,2
629,0000134166,2
632,0000134467,2
632,0000135647,3
632,0000137947,2
632,05718,2
632,06252,2
636,0000111895,2
636,0000132333,2
640,0000136669,2
640,06291,2
642,0000113948,4
642,0000122184,4
642,0000132428,4
645,0000131448,4
645,04203,6
654,0000107769,2
654,0000130158,4
670,12788,2
671,0000132428,7
678,13660,5
679,0000118168,4
679,0000123286,4
684,0000104116,4
684,0000121385,4
684,0000128946,8
694,0000128807,4
694,13651,4
704,01322,4
709,0000105753,2
709,0000130850,2
709,0000134843,2
709,0000135747,2
709,06678,4
709,07951,4
711,0000106059,2
711,07970,8
713,0000106653,7
713,0000129183,3
713,0000132123,7
715,0000120499,4
715,0000128080,4
727,0000116213,2
727,0000130877,4
727,0000134285,4
727,07043,4
727,09992,4
728,0000115375,2
729,0000112182,5
732,0000131554,4
751,02106,4
759,09380,4
760,0000133804,2
760,07289,29
762,0000106020,2
762,0000122754,4
762,0000126648,4
762,0000136206,4
762,0000136742,2
762,01543,2
762,11359,2
773,0000133461,2
773,0000139401,10
773,12173,2
775,0000138222,4
775,05787,2
777,07434,8
780,0000110649,4
780,05393,4
781,0000131554,4
787,0000126525,9
791,0000122947,2
792,0000132255,6
792,05878,11
792,11245,6
806,13435,5
811,0000112009,2
811,0000124500,2
811,0000127973,2
811,0000138222,2
811,00020,2
811,06049,2
816,0000112182,4
816,0000136291,2
818,0000137985,4
819,09082,7
820,05379,8
825,0000133070,2
825,0000137969,2
830,0000107767,4
830,0000119204,4
830,0000132853,2
830,0000135521,8
830,09122,2
830,13860,4
832,05666,4
837,0000119121,4
837,0000124670,3
837,0000131905,10
837,0000133314,4
837,01710,4
841,01530,4
841,01763,4
848,0000135564,2
848,0000140849,2
855,0000103636,4
855,01543,2
855,12247,2
859,0000142148,2
859,17197,2
860,0000126749,4
860,0000135810,7
860,05020,7
861,0000110332,2
861,0000126340,5
861,0000133418,3
861,0000139404,2
861,0000141461,3
861,0000141501,2
863,0000137988,2
864,0000133052,7
864,13435,9
869,0000117712,4
869,0000122096,4
869,0000128436,4
869,0000132858,4
869,02346,7
881,04471,4
886,0000133072,2
886,08959,4
894,0000123063,2
899,0000127096,8
899,0000137294,4
924,0000133061,2
924,0000133687,2
924,04148,3
924,04155,2
924,09072,4
943,12384,8
004,0000103755,4
004,0000131184,4
008,0000101848,2
008,08577,4
009,13863,3
010,0000135011,15
011,0000137006,4
011,24430,4
013,0000122864,4
013,0000133460,2
013,0000139404,4
013,00431,4
017,0000125103,24
029,0000128246,2
029,0000131553,4
029,0000131905,8
029,0000136206,4
029,12192,2
029,12481,2
033,0000105975,4
033,08407,4
034,0000130853,2
036,0000128108,8
036,0000138474,2
036,01530,15
036,02233,15
037,0000101913,11
037,0000113045,11
037,0000138196,2
037,09700,2
038,0000121323,4
038,05145,2
038,06218,4
038,07594,8
038,09992,6
040,0000111116,4
040,0000133260,3
042,0000115067,2
042,0000130088,4
042,08009,19
043,0000125113,7
048,0000105274,2
048,0000127096,2
048,08673,5
050,0000137630,4
054,0000134807,4
054,05787,4
056,0000135574,10
056,13373,25
057,0000130456,4
057,0000139205,4
058,0000115787,5
058,0000135687,13
058,0000138057,5
058,06143,5
058,08095,5
058,09715,5
061,05722,2
064,0000137058,4
065,0000110370,4
066,01131,4
066,02346,7
066,24141,4
069,0000106119,3
069,02346,3
075,0000122979,4
075,0000128707,4
080,0000122765,7
080,0000130711,4
081,0000106685,2
081,0000114468,14
081,0000128722,2
081,12450,2
081,19381,4
090,0000109548,4
090,0000110878,4
091,0000125444,3
091,0000137882,2
1002,24488,4
1003,07948,2
1007,0000104258,2
1007,0000130656,8
101,0000120648,4
1015,0000103696,2
1015,01202,2
1015,04498,2
1019,0000136749,2
1019,0000142193,2
1020,08654,2
1020,24218,4
1022,0000134650,8
1022,0000135311,8
1024,0000136697,4
1024,01307,4
1024,10173,17
1031,0000106116,4
1031,01303,4
1037,0000114072,4
1037,0000120989,4
1037,01530,7
1042,0000105481,4
1042,0000116996,4
1042,0000132541,4
1042,02211,7
1045,0000106054,2
1045,0000130656,8
1046,0000110878,4
1046,0000116983,2
1046,0000140828,2
1046,08982,4
1072,0000128614,8
109,0000111557,9
109,0000116807,3
109,10948,3
109,13172,3
1096,0000134493,3
1096,0000137630,3
1096,04663,7
1103,28588,8
1105,0000110370,2
1105,0000133314,2
1105,0000140267,3
1106,0000124582,2
1107,07292,3
1109,0000101699,4
1109,0000135799,4
1109,11975,4
1110,0000119926,3
1113,0000132631,3
1124,0000116315,2
1124,0000134861,2
1124,09404,9
1126,0000112711,8
1126,06246,2
1126,08267,4
1126,13660,8
1130,09383,5
1131,09853,4
1134,0000116827,5
1134,0000134230,5
114,0000103826,2
114,05986,2
114,12324,8
115,0000121679,4
116,0000118774,3
116,0000124308,7
116,0000133461,3
116,09074,6
117,0000120453,8
117,06984,4
117,24218,8
125,0000133642,4
125,01879,2
125,12241,4
126,0000133335,7
126,05052,4
131,0000104099,2
131,0000119964,2
133,0000125443,4
137,0000103622,4
137,0000118776,2
137,0000131555,2
138,0000136178,4
138,23534,4
146,05718,2
146,24376,4
152,0000129937,2
152,0000140783,4
152,07009,4
155,00088,4
156,0000124296,2
160,0000135386,2
160,00659,4
164,0000140267,2
164,08230,2
1695,0000133822,6
1696,0000130460,4
1697,05775,2
1697,12384,8
1702,0000106068,5
1702,08011,2
1702,14746,2
1703,0000127279,7
1707,0000135011,6
1707,0000136966,10
1707,07890,3
1712,0000121679,2
1712,05234,4
1717,0000112591,3
1717,0000135311,6
1720,05379,4
173,0000133010,4
173,0000134422,2
173,06984,4
1735,0000124209,2
1738,0000120648,7
1739,0000105160,4
174,0000112182,9
174,0000114048,6
174,0000133335,7
1741,0000132254,5
1741,12384,5
1750,0000107767,5
1757,0000124987,4
176,0000103622,12
176,0000120645,3
176,0000127096,14
1764,0000134471,4
1764,0000142192,4
1764,12595,4
1768,0000137987,7
1768,0000142235,4
1783,0000109147,3
1783,0000127076,6
1788,0000112711,4
1791,0000118388,2
1791,0000133144,2
1791,0000135904,2
1791,0000137212,2
1793,17610,2
1794,01720,3
1794,10239,3
1801,28588,4
1804,0000110131,2
1804,0000131426,2
1804,0000131632,2
1804,05665,4
1833,0000104649,4
184,0000124033,3
185,0000123280,2
185,0000127254,2
185,0000135573,4
185,12569,4
1855,0000132427,3
1865,0000103622,4
1868,0000128093,2
1869,0000110332,4
1869,0000128710,7
1869,0000128763,4
1869,08583,7
187,0000135311,8
1876,0000129919,2
1880,0000134875,4
1880,06927,2
1883,0000131655,4
1892,0000105481,4
1892,0000122508,7
190,0000106336,4
1901,0000125444,4
1901,12171,2
1917,0000121776,2
1917,0000127076,4
1917,00185,2
192,0000116286,4
192,0000132757,2
192,10804,10
192,12057,10
1956,00185,4
1981,0000133460,4
1995,0000113128,10
1995,0000132426,7
1995,0000133597,7
1995,07162,4
1995,12291,4
200,0000140831,2
2012,0000125137,2
2012,0000129937,4
2012,01256,4
2012,01763,8
2012,09072,10
2035,0000103622,3
2035,09122,2
2051,0000100791,4
2056,13373,4
2057,0000103703,7
2058,0000121674,4
2061,0000130507,2
2061,0000131655,2
2061,12432,2
2066,08877,4
207,0000121776,2
207,0000134592,2
207,07161,2
2072,0000121087,2
2079,0000123278,4
2079,02211,4
208,0000114013,2
208,0000118919,2
208,11520,2
2091,0000113915,4
2092,0000110370,2
2092,0000116826,2
2092,0000131655,2
2092,0000135521,6
2092,0000136295,2
2092,0000136661,2
2096,0000106119,4
2098,0000120648,3
2102,0000125113,6
2102,0000130075,4
2103,0000121845,2
211,09289,2
2113,0000120655,2
2113,0000126525,2
212,0000124928,5
212,08549,7
213,0000103924,4
213,0000118716,7
213,10245,4
213,15073,4
217,04376,2
217,10397,2
228,07292,4
229,0000134848,6
234,0000106336,2
234,0000119964,2
234,04072,5
234,10435,2
244,0000122743,2
247,0000112182,8
247,14299,4
250,0000124308,8
250,0000130158,8
250,20144,8
251,0000129454,4
252,05658,9
252,08876,2
253,05304,4
268,0000108961,8
268,0000132281,4
268,06086,8
269,0000130158,9
272,0000131737,6
274,0000108702,4
274,0000121093,2
274,0000131932,2
274,0000134363,2
274,0000141909,2
275,0000102469,4
275,0000109181,4
275,0000135482,4
276,08488,2
277,0000123013,2
277,0000133356,2
283,0000103818,4
283,0000116684,2
283,08211,2
283,12806,2
287,11108,4
289,0000119583,4
289,0000122042,4
289,0000133139,4
289,0000137285,4
291,0000110336,2
291,16603,4
295,0000137773,2
295,05793,2
302,0000131653,7
302,17662,4
305,0000100048,2
305,13355,2
309,05379,4
312,0000133360,2
312,08729,2
3127,13860,3
3129,07289,19
3129,10436,14
3134,0000134632,4
3135,0000123278,4
3136,0000130457,8
3137,13835,2
3139,0000128560,3
3139,12149,3
3144,00276,4
3144,07235,4
3145,0000111554,2
3145,0000131675,2
3146,0000124987,4
3146,0000135404,4
3146,12927,2
3147,0000121192,2
3148,15107,2
3150,0000130158,4
3151,04376,5
3153,0000133804,2
3154,0000104546,4
3154,09404,4
3157,0000114085,2
317,0000125103,8
317,0000135361,2
317,0000136561,2
319,10362,2
321,0000131595,4
321,13007,2
322,14228,7
324,0000130785,4
324,0000132756,2
324,08805,4
325,0000110649,4
325,0000120499,4
325,0000128107,4
325,12388,2
326,0000115501,2
330,0000132335,4
332,0000128616,4
332,09074,2
333,0000122407,2
333,0000137988,4
333,01208,2
334,0000136296,2
336,0000118944,14
336,0000129277,14
337,0000101842,4
343,0000119906,4
343,23314,4
345,0000100787,4
345,0000128560,4
345,0000130974,7
345,09984,4
345,12003,4
346,0000130153,4
346,0000132974,2
346,24410,4
347,0000142074,4
347,00424,5
352,0000137411,7
358,04688,4
369,0000134289,4
372,0000130762,20
377,0000116729,2
377,0000120492,4
377,0000128898,4
380,04244,4
380,05645,4
382,0000100896,5
382,0000127076,4
383,0000118344,4
383,10305,4
385,08673,8
385,12482,4
385,24482,4
387,0000109095,4
387,0000119900,4
389,06779,2
390,0000104204,4
390,0000136541,4
391,07970,4
392,0000130974,4
394,0000122134,2
394,0000135394,4
394,07886,4
394,12171,4
394,29592,2
395,13373,16
396,0000128912,4
396,0000134519,4
396,0000135573,4
396,02344,4
400,0000119208,2
401,0000117019,2
401,0000128947,4
402,0000101962,4
402,0000107769,4
402,0000111324,2
402,0000124078,4
403,0000131554,15
403,0000134197,2
403,13705,4
404,0000104292,8
415,0000132899,2
416,04061,4
418,0000132966,2
418,00589,5
419,04750,2
424,0000119841,4
427,10863,19
427,12019,4
427,13737,4
429,13648,6
434,0000113035,3
445,0000101929,2
445,0000132645,2
445,06726,2
445,15953,2
448,0000120499,3
448,24405,3
451,04415,2
451,06291,2
451,13457,4
453,0000116684,2
453,08007,4
453,12788,4
453,16133,2
461,0000105798,4
461,0000122979,4
461,0000130656,7
461,01718,4
464,05020,4
470,09992,4
477,0000135482,4
477,10436,7
479,0000101249,2
479,0000103932,2
479,0000141752,2
479,09072,8
485,0000104545,7
485,0000113914,4
485,08877,4
489,0000136206,4
489,07890,4
489,12057,8
489,12132,12
492,05417,4
494,0000104116,2
497,0000104220,4
497,0000113128,7
497,10378,4
504,0000130649,4
511,08211,2
513,0000128610,11
513,0000135506,2
517,0000105975,4
517,04018,4
517,12057,11
518,0000119996,7
518,0000133931,4
518,12132,4
521,0000128423,7
521,00020,4
523,0000137986,2
523,0000142043,2
525,0000124518,2
525,0000124987,19
525,0000128588,19
525,0000132822,2
525,0000134285,4
525,0000137448,9
525,0000141753,4
525,05135,2
525,12425,2
527,0000123045,2
528,01717,2
540,11245,6
549,04072,9
549,09895,4
550,11337,4
552,0000125020,4
552,0000125103,7
552,12425,2
558,13833,8
560,02346,5
561,0000130459,8
561,0000131111,4
563,0000123646,4
563,0000136541,4
563,0000139402,4
565,08642,6
566,0000124308,4
566,02308,4
573,08517,8
573,12996,8
577,0000115933,2
577,0000121385,2
577,0000132426,4
577,12907,4
580,0000132123,2
582,0000126615,9
582,0000128470,9
582,0000133646,2
582,07594,9
587,19705,5
592,0000127096,4
592,0000129920,4
592,00092,4
604,0000105729,2
604,0000110393,4
604,0000130459,2
604,0000135574,7
604,04919,2
608,0000103946,2
608,0000106120,4
608,0000120751,2
608,0000122676,2
608,0000123082,4
608,0000133102,2
608,0000140713,2
608,0000141678,2
608,04148,2
608,12047,2
608,13365,2
614,0000104048,2
614,05399,4
622,06697,4
629,07163,2
629,13373,14
632,0000101841,4
632,0000121538,2
632,0000132543,2
636,12871,2
640,0000139400,2
640,01874,2
640,09475,2
642,0000131653,7
645,16664,4
654,05402,2
676,0000130107,5
679,0000111555,7
682,0000106052,4
684,0000120281,4
684,0000136941,2
684,05257,4
684,12302,4
684,12554,2
684,13518,4
684,15180,4
694,12172,4
696,07161,4
709,0000129081,4
709,05173,4
709,17766,2
711,19193,8
713,0000109177,3
713,13557,7
715,0000121323,4
715,0000130458,3
715,06269,4
715,10617,3
715,18690,4
727,0000124518,2
727,0000125113,7
727,0000136041,4
728,00763,2
729,12384,6
751,0000119204,4
751,0000138467,4
759,04203,7
760,02344,4
760,12310,2
762,0000136458,4
762,00975,2
762,04244,4
762,05775,2
762,12128,2
762,13832,2
772,0000121674,8
773,0000106480,2
773,0000114036,2
773,0000133360,2
773,0000134410,2
773,0000134832,2
773,0000135904,2
773,08218,2
775,0000107760,2
775,0000113863,2
775,12218,4
780,0000119272,4
780,07044,4
780,08847,4
781,05177,2
781,22395,4
787,04160,4
791,0000113128,18
791,0000136374,8
792,0000123953,2
806,00589,5
809,0000133129,2
809,12996,8
811,00976,2
818,0000102158,4
818,0000104565,2
818,0000119995,2
818,0000122891,2
818,07948,4
819,01201,5
820,12164,2
823,0000113037,5
825,0000131873,2
830,0000113035,2
830,0000115787,2
837,0000112200,3
837,0000132361,4
837,0000132956,3
837,0000141963,3
837,04098,3
841,0000102068,4
842,04663,7
842,07890,4
848,0000123235,2
848,12265,2
849,0000112182,4
850,11245,5
855,08673,11
855,08745,7
855,12729,2
855,16733,2
859,0000121502,4
859,12334,2
860,16636,7
861,0000124342,2
861,13703,2
863,0000109089,2
863,0000133895,2
864,10468,6
869,0000121485,4
869,0000126356,7
869,0000128195,4
869,07434,7
869,12513,4
871,0000106119,4
881,05393,4
886,0000101991,4
897,0000130762,16
897,0000132320,2
897,0000134289,4
899,0000135525,4
899,12996,8
924,0000117713,2
924,0000132254,4
943,00070,4
004,0000105274,4
