BODEGA,CODIGO,NEW_MAX
173,10397,3.0
173,09698,3.0
173,08010,3.0
173,0000122886,3.0
173,0000127024,3.0
173,0000140982,3.0
173,0000139402,3.0
173,12619,3.0
173,0000128912,3.0
173,0000132429,3.0
173,0000123090,3.0
173,02352,3.0
173,0000123063,3.0
173,0000132792,3.0
173,08955,3.0
173,0000133061,3.0
173,18796,3.0
173,0000140851,3.0
173,0000119204,3.0
173,0000133555,3.0
173,0000137935,3.0
173,0000128194,3.0
173,0000123002,3.0
173,0000109349,3.0
173,11245,3.0
173,0000128730,3.0
173,17461,3.0
173,09718,3.0
173,05949,3.0
173,08223,3.0
173,0000121679,3.0
173,0000136282,3.0
173,04889,3.0
173,0000124374,3.0
173,0000121373,3.0
173,07291,3.0
173,13857,3.0
173,09475,3.0
173,0000131416,3.0
173,0000124620,3.0
173,0000120956,3.0
173,0000104181,3.0
173,0000111554,3.0
173,0000122860,3.0
173,0000133563,3.0
173,02102,3.0
173,05664,3.0
173,0000129617,3.0
173,13142,3.0
173,0000110233,3.0
173,07162,3.0
173,05053,3.0
173,16664,3.0
173,0000101877,3.0
173,0000103872,3.0
173,14082,3.0
173,0000134523,3.0
173,0000128909,3.0
173,18422,3.0
173,0000138516,3.0
173,09645,3.0
173,04244,3.0
173,0000134934,3.0
173,0000128729,3.0
173,0000134166,3.0
173,0000133804,3.0
173,0000115182,3.0
173,0000132950,3.0
173,0000126525,3.0
173,0000120851,3.0
173,0000131581,3.0
173,0000131445,3.0
173,0000127414,3.0
173,0000141263,3.0
173,00698,3.0
173,18814,3.0
173,09823,3.0
173,0000131626,3.0
173,15149,3.0
173,0000117721,3.0
173,0000129936,3.0
173,0000133069,3.0
173,0000119964,3.0
173,0000109327,3.0
173,06729,3.0
173,0000129492,3.0
173,0000132974,3.0
173,02170,3.0
173,05231,3.0
173,0000106480,3.0
173,0000112009,3.0
173,0000137586,3.0
173,0000118718,3.0
173,0000104698,3.0
173,0000121845,3.0
173,0000103924,3.0
173,10301,3.0
173,11603,3.0
173,13703,3.0
173,10811,3.0
173,0000133137,3.0
173,0000116683,3.0
173,0000136318,3.0
173,13264,3.0
173,0000118871,3.0
173,0000109079,3.0
173,0000140849,3.0
173,0000130088,3.0
173,0000129026,3.0
173,0000121948,3.0
173,0000105729,3.0
173,0000113461,3.0
173,22234,3.0
173,0000122763,3.0
173,06190,3.0
173,0000137411,3.0
173,0000119926,3.0
173,13122,3.0
173,0000134632,3.0
173,0000102514,3.0
173,0000135469,3.0
173,0000131932,3.0
173,0000134824,3.0
173,0000131765,3.0
173,0000134464,3.0
173,0000103826,3.0
173,09968,3.0
173,04160,3.0
173,0000111557,3.0
173,0000133929,3.0
173,0000134493,3.0
173,0000128559,3.0
173,0000101872,3.0
173,0000100281,3.0
173,0000115287,3.0
173,0000135755,3.0
173,0000117712,3.0
173,0000109548,3.0
173,04964,3.0
173,02341,3.0
173,0000123988,4.0
173,0000121502,4.0
173,0000133139,4.0
173,0000135913,4.0
173,0000129933,4.0
173,12927,4.0
173,01967,4.0
173,0000128142,4.0
173,09072,4.0
173,0000105482,4.0
173,0000119993,4.0
173,0000132360,4.0
173,0000130373,4.0
173,00403,4.0
173,09466,4.0
173,0000135375,4.0
173,29378,4.0
173,0000135045,4.0
173,10894,4.0
173,0000107939,4.0
173,05402,4.0
173,0000121649,4.0
173,07134,4.0
173,0000129920,4.0
173,0000104681,4.0
173,12156,4.0
173,0000122527,4.0
173,0000107769,4.0
173,0000132428,4.0
173,0000125136,4.0
173,05975,4.0
173,24579,4.0
173,0000141751,4.0
173,0000105072,4.0
173,11108,4.0
173,0000136643,4.0
173,10416,4.0
173,0000130157,4.0
173,08890,4.0
173,10842,4.0
173,13350,4.0
173,04471,4.0
173,04572,4.0
173,0000123551,4.0
173,0000132858,4.0
173,0000101950,4.0
173,05257,4.0
173,0000108033,4.0
173,0000110394,4.0
173,07235,4.0
173,01763,4.0
173,0000113913,4.0
173,0000127280,4.0
173,0000134197,4.0
173,0000106749,4.0
173,14228,4.0
173,0000134941,4.0
173,0000103703,4.0
173,0000127076,4.0
173,0000120317,4.0
173,0000105481,4.0
173,09713,4.0
173,0000108702,4.0
173,0000106336,4.0
173,07951,4.0
173,0000134650,4.0
173,0000102633,4.0
173,0000136196,4.0
173,07973,4.0
173,14299,4.0
173,0000132588,4.0
173,0000123990,4.0
173,12585,4.0
173,0000126340,4.0
173,10425,4.0
173,0000137776,4.0
173,08982,4.0
173,0000135397,4.0
173,0000121652,4.0
173,0000124987,4.0
173,0000105205,4.0
173,0000134362,4.0
173,0000134845,4.0
173,04097,4.0
173,0000104292,4.0
173,08746,4.0
173,0000122947,4.0
173,08604,4.0
173,0000123101,4.0
173,0000128037,4.0
173,0000121822,4.0
173,08726,4.0
173,0000126916,4.0
173,0000118388,4.0
173,13134,4.0
173,0000142309,4.0
173,01201,4.0
173,15514,4.0
173,04098,4.0
173,05380,4.0
173,0000120222,4.0
173,06726,4.0
173,22835,4.0
173,07987,4.0
173,01336,4.0
173,16063,4.0
173,04831,4.0
173,0000109536,4.0
173,0000128406,4.0
173,0000138142,4.0
173,12879,4.0
173,0000131595,4.0
173,0000124513,4.0
173,0000115285,4.0
173,00431,4.0
173,19193,4.0
173,0000126356,4.0
173,0000135520,4.0
173,01424,4.0
173,07436,4.0
173,0000125084,4.0
173,0000135404,4.0
173,00091,4.0
173,0000132116,4.0
173,0000137449,4.0
173,0000128470,4.0
173,0000116993,4.0
173,0000113462,4.0
173,0000117424,4.0
173,07043,4.0
173,19651,4.0
173,0000128973,4.0
173,0000139748,4.0
173,0000129495,4.0
173,0000115672,4.0
173,19803,4.0
173,0000122948,4.0
173,0000100039,4.0
173,12294,4.0
173,0000123014,4.0
173,0000105275,4.0
173,0000135183,4.0
173,0000123823,4.0
173,08095,4.0
173,0000136772,4.0
173,0000111897,4.0
173,0000106614,4.0
173,0000109537,4.0
173,0000133360,4.0
173,0000134998,4.0
173,0000136277,4.0
173,12871,4.0
173,0000100382,4.0
173,0000124963,4.0
173,08877,4.0
173,0000110868,4.0
173,0000102552,4.0
173,13448,4.0
173,0000121650,4.0
173,20109,4.0
173,0000128397,4.0
173,0000120025,4.0
173,0000124506,4.0
173,08673,4.0
173,0000132805,4.0
173,0000128954,4.0
173,0000131554,4.0
173,08541,4.0
173,0000135572,4.0
173,0000102516,4.0
173,0000136372,4.0
173,05256,4.0
173,0000119440,4.0
173,12399,4.0
173,0000124082,4.0
173,15391,4.0
173,10766,4.0
173,0000136423,4.0
173,01204,4.0
173,0000132399,4.0
173,04181,4.0
173,0000124078,4.0
173,04665,4.0
173,0000122508,4.0
173,16637,4.0
173,12502,4.0
173,0000131653,4.0
173,0000128722,4.0
173,0000104204,4.0
173,0000135290,4.0
173,08778,4.0
173,0000122759,4.0
173,0000130665,4.0
173,0000120453,4.0
173,0000113498,4.0
173,0000133030,4.0
173,0000132589,4.0
173,07407,4.0
173,0000136381,4.0
173,0000104178,4.0
173,14603,4.0
173,0000113914,4.0
173,0000106068,4.0
173,0000121858,4.0
173,00266,4.0
173,05951,4.0
173,13936,4.0
173,08488,4.0
173,0000132123,4.0
173,0000136278,4.0
173,0000131577,4.0
173,0000136374,4.0
173,0000133931,4.0
173,0000136283,4.0
173,0000132859,4.0
173,08878,4.0
173,0000122033,4.0
173,0000119841,4.0
173,0000124229,4.0
173,13833,7.0
173,04688,7.0
173,0000123121,7.0
173,0000133335,7.0
173,0000128423,7.0
173,04018,7.0
173,01989,7.0
173,0000112662,7.0
173,01131,7.0
173,0000114468,7.0
173,0000130159,7.0
173,0000113128,7.0
173,05916,7.0
173,0000133052,7.0
173,0000125103,7.0
173,0000133822,7.0
173,08009,7.0
173,0000134289,7.0
173,0000128143,7.0
173,10173,7.0
173,00070,7.0
173,0000122981,7.0
173,0000115392,7.0
173,0000126793,7.0
173,0000116379,7.0
173,08546,7.0
173,0000116830,7.0
173,0000128897,7.0
173,0000132427,7.0
173,0000101899,7.0
173,07243,7.0
173,06878,7.0
173,0000132255,7.0
173,0000106119,7.0
173,10862,7.0
173,0000108961,7.0
173,12996,7.0
173,0000127098,7.0
173,0000130656,7.0
173,08476,7.0
173,13660,7.0
173,0000133291,7.0
173,0000125444,7.0
173,0000118716,7.0
173,0000135754,7.0
173,0000104546,7.0
173,0000136611,7.0
173,04163,7.0
173,0000113045,7.0
173,12287,7.0
173,0000121312,7.0
173,05968,7.0
173,0000128787,7.0
173,07355,7.0
173,12384,7.0
173,12218,7.0
173,12324,7.0
173,0000102068,7.0
173,0000122762,7.0
173,0000124986,7.0
173,12136,7.0
173,0000127097,7.0
173,09073,7.0
173,09082,7.0
173,15212,7.0
173,0000126647,7.0
173,0000124308,7.0
173,0000103871,7.0
173,06162,7.0
173,12079,7.0
173,0000104545,7.0
173,0000133080,7.0
173,0000102515,7.0
173,00585,7.0
173,04791,7.0
173,0000105074,7.0
173,05667,7.0
173,09404,7.0
173,12356,7.0
173,0000116827,7.0
173,0000106107,7.0
173,0000137448,7.0
173,0000122742,7.0
173,0000135521,7.0
173,11975,7.0
173,00589,7.0
173,12908,7.0
173,0000135182,7.0
173,0000109182,7.0
173,0000111896,7.0
173,0000106653,7.0
173,0000139401,7.0
173,0000135664,7.0
173,12408,7.0
173,0000120649,7.0
173,0000130158,7.0
173,0000133173,7.0
173,0000121374,7.0
173,00092,7.0
173,0000113915,7.0
173,0000114048,7.0
173,05666,7.0
173,09809,7.0
173,0000135246,7.0
173,07970,7.0
173,0000134939,7.0
173,0000101820,7.0
173,0000113037,7.0
173,0000120648,7.0
173,0000117019,7.0
173,0000127006,7.0
173,0000116826,7.0
173,09074,7.0
173,0000128946,7.0
173,05399,7.0
173,0000119273,7.0
173,0000131905,7.0
173,0000131824,7.0
173,0000127369,7.0
173,05032,7.0
173,04378,6.0
173,0000126749,6.0
173,00571,6.0
173,0000132426,6.0
173,01881,6.0
173,0000134935,6.0
173,0000102469,6.0
173,0000129532,6.0
173,04203,6.0
173,0000135774,6.0
173,09257,6.0
173,06086,6.0
173,0000134672,6.0
173,10468,6.0
173,10436,6.0
173,16586,6.0
173,05154,6.0
173,0000123552,6.0
173,0000120514,6.0
173,0000116213,6.0
173,01256,6.0
173,13389,6.0
173,08267,6.0
173,01720,6.0
173,0000132994,6.0
173,0000130138,6.0
173,0000133686,6.0
173,0000137294,6.0
173,0000123943,6.0
173,00659,6.0
173,08895,6.0
173,12003,6.0
173,0000137772,6.0
173,0000134649,6.0
173,12432,6.0
173,0000137336,6.0
173,01530,6.0
173,0000122096,6.0
173,0000112182,6.0
173,0000136714,6.0
173,0000103622,6.0
173,13745,5.0
173,0000104221,5.0
173,0000129938,5.0
173,0000116212,5.0
173,13863,5.0
173,0000135522,5.0
173,12134,5.0
173,07434,5.0
173,12217,5.0
173,0000119900,5.0
173,0000136285,5.0
173,0000121250,5.0
173,0000134832,5.0
173,06218,5.0
173,05393,5.0
173,0000135810,5.0
173,07371,5.0
173,00276,5.0
173,06678,5.0
173,13502,5.0
173,0000106237,5.0
173,04072,5.0
173,0000106116,5.0
173,12077,5.0
173,12471,5.0
173,05417,5.0
173,0000116829,5.0
173,0000124296,5.0
173,13860,5.0
173,0000100304,5.0
173,07189,5.0
173,0000122184,5.0
173,09137,5.0
173,0000105160,5.0
173,0000135395,5.0
173,0000130133,5.0
173,02033,5.0
173,09618,5.0
173,05134,5.0
173,10239,5.0
173,18423,5.0
173,0000135574,5.0
173,06697,5.0
173,28870,5.0
173,0000129277,5.0
173,04720,5.0
173,00072,5.0
173,0000123384,5.0
173,0000141877,5.0
173,0000130974,5.0
173,13557,5.0
173,05411,5.0
173,02187,5.0
173,0000131983,5.0
173,0000124083,5.0
173,0000120989,5.0
173,0000114072,5.0
173,05751,5.0
173,09831,5.0
173,0000136276,5.0
173,0000110336,2.0
173,0000124583,2.0
173,0000101887,2.0
173,0000124358,2.0
173,0000131428,2.0
173,0000134196,3.0
173,0000111260,2.0
173,0000121789,2.0
173,0000136279,2.0
173,0000142035,2.0
173,13994,2.0
173,23557,2.0
173,0000115909,3.0
173,0000131365,2.0
173,0000134366,2.0
173,01883,2.0
173,09380,2.0
173,12484,2.0
173,13755,2.0
173,0000123128,2.0
173,0000124357,2.0
173,0000131823,2.0
173,0000138196,2.0
173,08903,3.0
173,24374,2.0
173,0000127281,2.0
173,0000129531,2.0
173,0000131618,2.0
173,0000139360,2.0
173,0000113863,3.0
173,0000116701,2.0
173,24410,2.0
173,0000124689,2.0
173,0000126542,2.0
173,0000137887,2.0
173,04740,2.0
173,14465,2.0
173,0000139326,2.0
173,05304,2.0
173,08031,2.0
173,12107,2.0
173,19158,3.0
173,23324,2.0
173,0000103738,2.0
173,0000129911,2.0
173,0000131110,2.0
173,01308,2.0
173,06528,2.0
173,08781,2.0
173,12070,2.0
173,0000133356,3.0
173,0000136768,2.0
173,0000137774,2.0
173,0000139187,2.0
173,16979,2.0
173,0000113005,2.0
173,0000120955,2.0
173,00572,2.0
173,12480,2.0
173,30523,2.0
173,0000102043,2.0
173,0000128913,2.0
173,0000130616,2.0
173,0000131357,2.0
173,0000131984,3.0
173,0000139344,2.0
173,02344,3.0
173,0000109573,3.0
173,0000123952,2.0
173,0000129976,2.0
173,0000136422,2.0
173,0000138057,2.0
173,09138,3.0
173,0000115374,2.0
173,0000131417,2.0
173,12241,2.0
173,0000103755,2.0
173,0000121194,2.0
173,0000135414,2.0
173,0000136041,2.0
173,0000103784,2.0
173,0000117710,3.0
173,0000122741,2.0
173,0000132803,2.0
173,09078,2.0
173,0000137046,2.0
173,0000138536,2.0
173,0000122848,2.0
173,0000126618,2.0
173,0000128225,2.0
173,0000131115,2.0
173,0000131425,2.0
173,0000132248,2.0
173,0000135874,2.0
173,00944,2.0
173,01723,2.0
173,20346,2.0
173,0000111034,3.0
173,0000111117,2.0
173,0000124034,2.0
173,0000137172,2.0
173,10860,3.0
173,0000110396,2.0
173,0000117713,2.0
173,0000104101,2.0
173,0000117843,2.0
173,0000123016,2.0
173,0000128195,2.0
173,0000130461,2.0
173,0000133810,2.0
173,0000136206,2.0
173,0000136979,2.0
173,05744,2.0
173,10945,2.0
173,12387,2.0
173,15194,2.0
173,0000115411,2.0
173,0000120043,2.0
173,0000131168,2.0
173,0000139327,2.0
173,0000114087,2.0
173,0000122745,2.0
173,0000139332,2.0
173,10923,2.0
173,0000114052,3.0
173,0000128898,2.0
173,0000134827,2.0
173,0000136017,2.0
173,13893,2.0
173,0000114637,2.0
173,0000130663,2.0
173,0000137883,2.0
173,0000114674,2.0
173,0000104183,2.0
173,0000112591,2.0
173,0000139238,2.0
173,05428,2.0
173,12700,2.0
173,0000111116,2.0
173,0000137947,2.0
173,0000107709,2.0
173,0000122969,2.0
173,0000135990,2.0
173,0000136697,2.0
173,04760,2.0
173,05173,2.0
173,0000108751,2.0
173,0000115067,2.0
173,0000124106,3.0
173,0000134447,2.0
173,04376,2.0
173,0000100306,2.0
173,0000115413,2.0
173,0000120013,2.0
173,0000125193,2.0
173,0000129594,2.0
173,0000132666,2.0
173,0000141277,2.0
173,09492,2.0
173,09710,2.0
173,0000100790,2.0
173,05275,2.0
173,0000103923,2.0
173,0000106481,2.0
173,0000108800,2.0
173,0000111407,2.0
173,0000120664,2.0
173,0000121683,2.0
173,0000126615,3.0
173,0000136541,2.0
173,0000137964,2.0
173,14742,2.0
173,14775,2.0
173,0000120518,2.0
173,06233,2.0
173,08720,2.0
173,0000105574,3.0
173,0000124604,2.0
173,0000125034,3.0
173,0000132968,2.0
173,0000136767,2.0
173,0000129182,2.0
173,01874,2.0
173,05052,2.0
173,0000104167,2.0
173,0000113439,2.0
173,0000129000,2.0
173,0000141459,2.0
173,0000123947,2.0
173,0000124484,2.0
173,0000135240,2.0
173,01879,3.0
173,07377,2.0
173,0000121785,2.0
173,12457,2.0
173,17861,2.0
173,0000133408,2.0
173,0000140823,2.0
173,10356,2.0
173,0000123225,3.0
173,0000123646,2.0
173,0000129650,2.0
173,0000133805,2.0
173,0000141460,2.0
173,01104,2.0
173,08577,3.0
173,19568,2.0
173,0000119109,2.0
173,0000131717,2.0
173,0000134843,2.0
173,0000136693,3.0
173,0000137934,2.0
173,02345,2.0
173,12549,2.0
173,24564,2.0
173,0000128106,2.0
173,02201,2.0
173,12573,2.0
173,00938,2.0
173,02007,2.0
173,0000118099,2.0
173,0000124295,2.0
173,0000142237,2.0
173,06422,2.0
173,08513,2.0
173,08847,2.0
173,12799,2.0
173,23534,2.0
173,0000134479,2.0
173,0000135904,2.0
173,0000141426,2.0
173,07009,2.0
173,09830,2.0
173,15581,2.0
173,0000102113,2.0
173,0000120852,2.0
173,0000130048,2.0
173,0000136473,2.0
173,0000141667,2.0
173,04212,2.0
173,11851,2.0
173,19381,2.0
173,0000131553,2.0
173,0000139322,2.0
173,05371,2.0
173,07170,3.0
173,29398,2.0
173,0000121945,2.0
173,0000131184,2.0
173,0000135663,2.0
173,0000120645,2.0
173,0000130826,2.0
173,0000132066,2.0
173,0000136373,2.0
173,0000142045,2.0
173,15542,2.0
173,0000103783,2.0
173,0000116300,2.0
173,0000124500,2.0
173,0000128165,2.0
173,0000130657,2.0
173,0000132400,3.0
173,0000135261,2.0
173,0000137383,2.0
173,0000142235,2.0
173,04919,2.0
173,0000114469,2.0
173,0000134288,2.0
173,0000135396,2.0
173,0000142245,2.0
173,02169,2.0
173,05910,2.0
173,12133,2.0
173,17430,2.0
173,0000123559,2.0
173,0000133117,2.0
173,00407,2.0
173,05648,2.0
173,0000101386,2.0
173,0000115788,2.0
173,0000129974,2.0
173,0000130107,3.0
173,05573,3.0
173,0000106603,2.0
173,0000118003,2.0
173,0000129919,3.0
173,04419,2.0
173,09491,2.0
173,10378,2.0
173,16133,2.0
173,0000107358,2.0
173,0000121106,2.0
173,0000121689,2.0
173,0000126649,2.0
173,0000131022,2.0
173,10183,2.0
173,13351,2.0
173,06049,3.0
173,0000105573,3.0
173,0000105931,2.0
173,0000127042,2.0
173,0000131555,2.0
173,0000133464,3.0
173,07207,2.0
173,0000104100,2.0
173,0000120494,2.0
173,0000128613,2.0
173,0000135014,2.0
173,0000116862,2.0
173,0000134826,2.0
173,07969,2.0
173,10193,2.0
173,11520,2.0
173,12595,3.0
173,0000106069,2.0
173,0000123324,2.0
173,0000141650,2.0
173,02295,2.0
173,04544,2.0
173,08745,3.0
173,0000105217,2.0
173,0000112245,2.0
173,0000123630,2.0
173,0000135511,2.0
173,06901,2.0
173,0000115302,2.0
173,0000121538,2.0
173,0000128884,2.0
173,0000136018,2.0
173,09289,2.0
173,0000106602,3.0
173,0000130882,2.0
173,0000135232,2.0
173,0000105798,2.0
173,0000120657,2.0
173,0000134875,3.0
173,0000137450,2.0
173,0000105049,2.0
173,0000109549,2.0
173,0000134400,2.0
173,0000137173,2.0
173,0000137376,2.0
173,0000106020,2.0
173,0000112272,3.0
173,0000114240,2.0
173,0000122043,2.0
173,0000128252,2.0
173,0000131239,2.0
173,0000136362,2.0
173,0000136661,2.0
173,0000141584,2.0
173,07437,2.0
173,15110,3.0
173,0000109078,2.0
173,0000114675,2.0
173,0000136052,2.0
173,10502,2.0
173,0000129597,2.0
173,0000130660,2.0
173,0000131576,2.0
173,0000134823,2.0
173,0000103827,3.0
173,0000110131,2.0
173,0000122430,2.0
173,0000130576,2.0
173,0000133230,2.0
173,05682,2.0
